,label,gender,profession,ideology_binary,ideology_multiclass,tweet
22197,@user239,female,politician,right,moderate_right,"@user se hace el ofendido en la tribuna, porque lo llevaba preparado, Quiere hacer creer q la crispación es nuestro discurso para esconder sus vergüenzas como gobernantes. Acomplejado de Cospedal y ahora también de @user #NuñezPresidente . Escucha. Page miente"
29734,@user239,female,politician,right,moderate_right,"3,9 millones de parados. Se incrementa el paro en 36.825 personas en diciembre, algo que no pasaba desde la anterior crisis. Los datos de paro son los peores desde 2009. SI incluimos los trabajadores en ERTE (775.000) el paro se dispara a 4,7 millones. ⁦"
19768,@user239,female,politician,right,moderate_right,"El chantaje de [POLITICAL_PARTY] ha puesto el lazo a este fin de investidura. Hoy fallida, sólo faltaba 🤦‍♀️, mayoría absoluta a este despropósito. @user teneis 48h para párarlo, dISELO A LOS TUYOS. #SanchezVendeEspana . #SesionDeInvestidura"
17990,@user239,female,politician,right,moderate_right,Decepcionada por el plantón de los Diputadosa Nacionales del [POLITICAL_PARTY] de CLM a la reunión convocada desde el ⁦⁦@user⁩ y @user para fijar una posición común en contra de la modificación del Código Penal
44220,@user239,female,politician,right,moderate_right,Claro q sí. La solución es azul y se llama @user
46371,@user239,female,politician,right,moderate_right,"Tremendo!!! Eso entiende Sanchez por transparencia ?? 😳😳. Así tratan a los españoles? Como si fuéramos memos. Q aclare su uso particular del avión oficial q pagamos todos, eso queremos saber YA!!!!"
9093,@user239,female,politician,right,moderate_right,"El portavoz de @user @user se retrata, el insulto y la descalificación por bandera. . Quién es el peligro? . Debería tomarse un café con la Sra. Calvo de su partido, creo que a este no se lo ha explicado bien."
10158,@user239,female,politician,right,moderate_right,#NosUneEspaña 🇪🇸 Españoles en defensa de lo común. Primer paso hoy para sumar. En palabras de @user la empecinada voluntad de seguir juntos los distintos.
46855,@user239,female,politician,right,moderate_right,"El ministro de Universidades dice de nuestros estudiantes q se fueron alegremente a lugares más divertidos 😳😳. Sr . Ministro , busque soluciones y tráteles con respeto . La juventud se ha comportado ejemplar. Nunca un gobierno ha recibido tanto de su pueblo a cambio de nada ."
49788,@user239,female,politician,right,moderate_right,"Visitando autónomos en la provincia de Albacete, castigados doblemente , por la pandemia y también por Sánchez. Lo último el sablazo que supondrá la subida de sus cotizaciones"
26074,@user24,female,politician,right,right,"Una extranjera de 37 años asesinó ayer presuntamente en Cataluña a su marido español clavándole un cuchillo en el pecho. No habrá acto, protesta, tuit o minuto de silencio alguno de este Gobierno porque el cuchillo no se clavó en el pecho correcto para merecer atención. #Cínicos"
42594,@user24,female,politician,right,right,"“Pero ustedes ¿quiénes se creen que son? ¿En qué país se creen que viven?” España es un Estado democrático, de derecho y no un régimen bananero, en el que los representantes políticos y de las instituciones, no tienen que rendir cuentas al pueblo. #Sánchezpaguelasnóminasyváyase"
39883,@user24,female,politician,right,right,"La Ministra @user diciéndome que el mero hecho de pensar de una determinada forma ya me sitúa fuera de la ley. Es lo único que les queda para sostener sus mentiras. Si alguien dudaba del autoritarismo de este Gobierno, hoy no le cabe duda alguna. #MotivosParaLaMoción"
32992,@user24,female,politician,right,right,"Dentro de 9 días dejaréis de leer noticias sobre el acercamiento de presos de ETA. En 9 días se acerca a los últimos diez etarras que quedan, y este Lunes se firma el traspaso de las competencias de prisiones al Gobierno Vasco. #Miserables se me queda corto."
17733,@user24,female,politician,right,right,"El Gobierno que nos lo negó durante meses en cada comisión, pleno y pregunta, confiesa ahora (en mitad del verano), lo que ya sabíamos:. Que su sectaria transición energética nunca valoró los riesgos que hoy provocan tener la factura más cara de la historia. #GobiernoDeLaMentira"
92,@user24,female,politician,right,right,“A la preocupación de que España no sea capaz de ejecutar todos los fondos de la Unión Europea se le suma el hecho de que no se garantice que cada euro gastado genere más de un euro de nuevo en el PIB. . Solo así podremos reembolsar mañana los créditos que se desembolsen hoy.”
32760,@user24,female,politician,right,right,"Las mujeres matan en porcentaje más a niños y neonatos que los hombres. ¿Los matan por el simple hecho de ser niños y bebés, o podemos superar esta demagógica batalla de sexos en la que @user arrastra al @user de forma tan engañosa y radical?. Piénsalo en tus paseos en Falcon"
41001,@user24,female,politician,right,right,La izquierda reconociendo tímidamente con #Afganistán el enorme problema que hay de misoginia y violencia extrema contra las mujeres en la mayoría de países musulmanes. Quizá ahora sí entiendan qué ocurre cuando importas masivamente a varones educados en esos países. …Sorpresa
7170,@user24,female,politician,right,right,"Hola @user . 1. Naciste un 18 Julio. 2. Vendes tus libros a 18€. 3. La sede de Podemos está en nº18 de la calle Francisco Villaespesa. Pero más allá de esta realidad, me pregunto si tu obsesión por @user es porque @user conseguirá 18 diputados mañana ;)"
36492,@user24,female,politician,right,right,"Ayer se aprobó con la única oposición de @user la Ley de Cambio Climático y Transición Energética (LCCTE). Muchos intentan tergiversar el mensaje de @user , pero como portavoz de Transición Ecológica y de Energía os resumo la #realidad que defendemos desde @user :. HILO⬇️"
7362,@user24,female,politician,right,right,"Ayer en el pleno @user argumentando que el motivo por el que proponemos reducir comisiones y disminuir así el despilfarro de gasto público en puestos de mesas y de portavocías, es porque nos gustan los conflictos y somos machistas. ¿Se puede ser más cateto y demagogo?"
9552,@user24,female,politician,right,right,"#TodasLasVidasImportan. Independientemente de la raza, género, sexo, religión. #BastaYa de discursos que nos separan y nos enfrentan.Condeno y lamento la muerte de Floyd tanto como las de otras personas que también fueron asesinadas por policias y nadie dijo nada. #NOalaViolencia"
46901,@user24,female,politician,right,right,"He reprochado al Sr Iglesias que con su veto a la Comisión de investigación del caso de abusos a menores tutelados, demuestran que a ellos no les importan ni las mujeres ni los menores. Ha echado balones fuera,ah! y me ha llamado fascista. Pero no cuela. Uds YA NO ENGAÑAN A NADIE"
45933,@user24,female,politician,right,right,"El Comité de Expertos que nunca existió, los criterios científicos que nunca existieron: Los científicos exigen una evaluación independiente de la gestión del CORONAVIRUS. . Demencial que a estas alturas el Gobierno . siga sin de escuchar a los científicos. . #MotivosParaLaMoción"
16474,@user24,female,politician,right,right,"Por eso, entre otras medidas, HACE MESES que desde @user solicitamos al Gobierno:. 1. Auditar la deuda del déficit tarifario y anular la parte que se considere ilegítimo. 2. Asumir en los PGE las Primas a energías renovables, así como el déficit tarifario correspondiente"
46037,@user24,female,politician,right,right,"@user :Durante décadas, los españoles han trabajado para mantener al Estado. Ahora con esta situación crítica, debe ser el Estado el que trabaje para mantener a los españoles: 3 meses de sueldo cubiertos por el Estado para los que no puedan trabajar”. #SánchezPagaLasNóminas"
19721,@user24,female,politician,right,right,Importante HILO sobre lo que ocurrió ayer en la Comisión de Cultura y Deportes:. Una vez más el @user reconociendo que es una buena PNL pero que no votarán a favor por venir de @user. El cáncer partidista que carcome España tiene siglas y son las del @user. . [#POLITICAL_PARTY] 🇪🇸
1551,@user24,female,politician,right,right,Me encanta ver como a @user y @user les duele desde sus chalets de Galapagar y Aravaca ver cómo nuestra diputada @user da en el clavo mostrando la miseria que trae la ideología que predican.
10307,@user24,female,politician,right,right,"Porque los españoles se merecen un Gobierno a la altura, nuestro presidente @user anuncia una #MocióndeCensura . . Sin miedo a nada ni a nadie. Hemos venido a defender a los españoles. Vamos!💪🏼🇪🇸"
25640,@user24,female,politician,right,right,"2) Como consecuencia de lo anterior, el encarecimiento del gas, con un precio de las emisiones de CO2 por las nubes. La verdad del cuento, es que el principal beneficiario de la subida del CO2 es el Gobierno, que en 2021 va a recaudar aprox 1.500 MM€ extra."
36099,@user24,female,politician,right,right,"Ayer, Teresa Riesgo confirmó tras nuestra pregunta, que por fin, la próxima semana terminan de resolver las resoluciones de CDTI COVID. Ojalá pronto haya dotaciones más generosas, pues 12Mill€ saben a muy poco para todo lo que la innovación puede hacer por nuestro país. [#POLITICAL_PARTY]"
10668,@user24,female,politician,right,right,"@user @user Usted será rojo pero yo no soy fascista. No tengo problema en defender abiertamente los ideales en los que creo, por eso estoy en [POLITICAL_PARTY] y eso le digo que es usted muy maleducado. Y yo acepto todas las ideas, iguales, contrarias y diferentes pero desde la verdad y la educación."
18192,@user24,female,politician,right,right,"Respuesta de la Ministra @user cuando le pregunto por la entrada masiva y descontrolada de ilegales provenientes de los peores países para ser mujer:. -¡Racista, xenófoba!. Una vez más, imposible debatir nada. Haga un favor a este país y váyase a casa,Ministra. #IGUALDÁ"
8555,@user24,female,politician,right,right,"En Alcorcón, en Lérida, por toda España, hemos celebrado más que nunca, el día de la Constitución. . Por la libertad, la igualdad y la unidad de todos los españoles. ¡Viva la Constitución,. Viva el Rey y . Viva España!. 🇪🇸🇪🇸🇪🇸"
7958,@user24,female,politician,right,right,"Si la Abogacía del Estado se convierte en cómplice para apaciguar a los golpistas, la traición no será solo del [POLITICAL_PARTY]. Tal como dijo nuestro presidente Santiago Abascal, en [POLITICAL_PARTY] denunciaremos las traiciones, sean cual sean quienes las comentan. #NoALaTraiciónDeLaAbogacía"
44179,@user24,female,politician,right,right,"@user A lo que usted se refiere, nadie esta eliminando esos valores de la educación. Simplemente queremos garantizar el derecho de los padres a educar a sus hijos en las convicciones, religión y moralidad que ellos consideren más apropiada, no la que dictamine el Gobierno de turno."
9040,@user24,female,politician,right,right,"#2deMayo recordamos a nuestros héroes,que tal día como hoy en 1808 se alzaron contra la tiranía y la opresión francesa entregando su vida por la libertad.Nosotros recogemos su testigo y seguimos luchando para no perder la libertad por la que tantos españoles entregaron su vida."
4091,@user24,female,politician,right,right,"Resumen del magnífico Plan de desescalada de este Gobierno para el sector que más empleo concentra: la asfixia y cierre del 30% de los comercios. Reabrir sin protocolos, ni trajes ni material sanitario, con el 100% de los costes y la mitad de los ingresos."
30318,@user24,female,politician,right,right,"Las estaciones de esquí, con todas las medidas sanitarias, son una alternativa de deporte seguro y además, un medio de vida y sustento para miles de profesionales. [POLITICAL_PARTY] está de vuestra parte y lucharemos para conseguir salvar la temporada⛷🇪🇸. #NoalCierredelEsquí. #Turismo [#POLITICAL_PARTY]"
